Number,Name,Position,Date of Birth,Age,Nationality,Birth Country,Place of Birth,Height,Market Value,Other Positions,Nationality 1,Nationality 2,Position 2,Position 3
,Emerson Santos,Centre-Back,"Apr 5, 1995 ",28,Brazil,Brazil,Itaborai,"1,83",€500k,RB   DM,Brazil,,RB,DM
27.0,Matheus Duarte,Centre-Back,"May 12, 1995 ",28,"Brazil, Portugal",Brazil,Rio de Janeiro,"1,87",€450k,DM,Brazil, Portugal,DM,
40.0,Ramon Menezes,Centre-Back,"May 3, 1995 ",28,Brazil,Brazil,Feira de Santana,"1,86",€400k,DM,Brazil,,DM,
40.0,Edu Mancha,Centre-Back,"Nov 24, 1995 ",28,Brazil,Brazil,,"1,87",€350k,LB,Brazil,,LB,
,Matheus Costa,Centre-Back,"Jan 26, 1995 ",29,"Brazil, Portugal",Brazil,Belo Horizonte,"1,88",€300k,,Brazil, Portugal,,
43.0,Brendon Lucas,Centre-Back,"May 20, 1995 ",28,Brazil,Brazil,Brasilia,"1,88",€250k,,Brazil,,,
15.0,Diogo Silva,Centre-Back,"Jan 11, 1995 ",29,Brazil,Brazil,Diadema,"1,87",€200k,,Brazil,,,
40.0,Mendes,Centre-Back,"Apr 25, 1995 ",28,Brazil,Brazil,,"1,90",€200k,,Brazil,,,
32.0,Charles,Centre-Back,"Apr 10, 1995 ",28,Brazil,Brazil,Rio de Janeiro,"1,84",€150k,DM   CM,Brazil,,DM,CM
95.0,Jonathan Costa,Centre-Back,"Apr 19, 1995 ",28,Brazil,Brazil,Sao Paulo,"1,86",€150k,DM,Brazil,,DM,
16.0,Jeferson Sousa,Centre-Back,"Nov 24, 1995 ",28,Brazil,Brazil,Guariba,"1,90",€125k,,Brazil,,,
33.0,Patrick,Centre-Back,"Mar 10, 1995 ",29,Brazil,Brazil,Rio de Janeiro,,€100k,,Brazil,,,
,Tulhão,Centre-Back,"May 22, 1995 ",28,"Brazil, Italy",Brazil,Rio Claro,"1,88",€75k,,Brazil, Italy,,
29.0,Carlinhos,Centre-Back,"Jun 16, 1995 ",28,Brazil,Brazil,Batatais,"1,90",€50k,DM,Brazil,,DM,
34.0,Rodrigo Sam,Centre-Back,"Jul 24, 1995 ",28,Brazil,Brazil,Marilia,"1,87",€50k,,Brazil,,,
20.0,Santos,Centre-Back,"Nov 13, 1995 ",28,Brazil,Brazil,Goiania,"1,89",€10k,CF,Brazil,,CF,
,Lucas Rocha,Centre-Back,"Jun 19, 1995 ",28,Brazil,Brazil,Ilha das Flores,"1,90",€350k,,Brazil,,,
,Wellington Nascimento,Centre-Back,"Mar 1, 1995 ",29,Brazil,Brazil,Brasilia,"1,90",€300k,,Brazil,,,
95.0,Gustavo Sant'Ana,Centre-Back,"Feb 23, 1995 ",29,Brazil,Brazil,Sao Paulo,"1,95",€225k,,Brazil,,,
,Lucas Dias,Centre-Back,"Jul 20, 1995 ",28,Brazil,Brazil,Goianesia,"1,91",€200k,,Brazil,,,
,Mateus Silva,Centre-Back,"Jul 3, 1995 ",28,Brazil,Brazil,Marilia,"1,92",€150k,,Brazil,,,
26.0,Yan Victor,Centre-Back,"Sep 18, 1995 ",28,Brazil,Brazil,Salvador,"1,89",€150k,DM,Brazil,,DM,
,Bueno,Centre-Back,"Aug 24, 1995 ",28,Brazil,Brazil,Sao Paulo,"1,82",€150k,,Brazil,,,
44.0,Keziel Santos,Centre-Back,"Sep 1, 1995 ",28,Brazil,Brazil,Bahia,"1,85",€100k,,Brazil,,,
,Roger,Centre-Back,"Jan 11, 1995 ",29,Brazil,Brazil,Belo Horizonte,"1,84",€100k,,Brazil,,,
,Castro,Centre-Back,"Feb 13, 1995 ",29,Brazil,Brazil,Rio de Janeiro,"1,91",€50k,DM   CM,Brazil,,DM,CM
,Luiz Fernando,Centre-Back,"Sep 17, 1995 ",28,Brazil,Brazil,Salvador,"1,92",€50k,,Brazil,,,
,Lucas Carnevalli,Centre-Back,"Mar 29, 1995 ",28,"Brazil, Italy",Brazil,Goiania,"1,84",€25k,DM,Brazil, Italy,DM,
,Léo Gaúcho,Centre-Back,"May 29, 1995 ",28,Brazil,Brazil,Camaqua,"1,87",-,,Brazil,,,
,Fábio Amaral,Centre-Back,"Nov 6, 1995 ",28,Brazil,Brazil,Belford Roxo,,-,,Brazil,,,
16.0,Igor Machado,Centre-Back,"Mar 19, 1995 ",28,Brazil,Brazil,,,-,,Brazil,,,
,Hugo,Centre-Back,"Apr 12, 1995 ",28,Brazil,Brazil,,"1,94",-,DM,Brazil,,DM,
,Thiago Recife,Centre-Back,"Aug 9, 1995 ",28,Brazil,Brazil,,"1,85",-,DM,Brazil,,DM,
,Paulo Meneses,Centre-Back,"Oct 20, 1995 ",28,Brazil,Brazil,Itajai,"1,83",-,LB   DM,Brazil,,LB,DM
,Fernandes,Centre-Back,"May 16, 1995 ",28,Brazil,Brazil,Monte Azul,"1,90",-,LB,Brazil,,LB,
,Rogério,Centre-Back,"Nov 12, 1995 ",28,Brazil,Brazil,,,-,,Brazil,,,
,Baiano,Centre-Back,"Jul 28, 1995 ",28,Brazil,Brazil,,"1,86",-,,Brazil,,,
,Henrique Marinho,Centre-Back,"Jul 22, 1995 ",28,Brazil,Brazil,Campinas,,-,,Brazil,,,
,Wesley,Centre-Back,"Mar 22, 1995 ",28,Brazil,Brazil,Sao Paulo,"1,78",-,LB,Brazil,,LB,
37.0,Jones Vieira,Centre-Back,"Jul 15, 1995 ",28,Brazil,Brazil,,"1,85",-,DM   LB,Brazil,,DM,LB
,Eduardo,Centre-Back,"Apr 14, 1995 ",28,Brazil,Brazil,,"1,88",-,,Brazil,,,
95.0,Narcizo Neto,Centre-Back,"Mar 26, 1995 ",28,Brazil,Brazil,,"1,86",-,RB,Brazil,,RB,
,Ké,Centre-Back,"Oct 18, 1995 ",28,Brazil,Brazil,,,-,DM   CM,Brazil,,DM,CM
,Ronny Taperaçu,Centre-Back,"Oct 6, 1995 ",28,Brazil,Brazil,Braganca,,-,,Brazil,,,
,Marcos Arthur,Centre-Back,"Jan 8, 1995 ",29,Brazil,Brazil,Caico,"1,85",-,,Brazil,,,
,Garrydo,Centre-Back,"Aug 12, 1995 ",28,Brazil,Brazil,Sao Luis,"1,86",-,,Brazil,,,
,Kadu Fernandes,Centre-Back,"Mar 2, 1995","Mar 2, 1995",Brazil,Brazil,Rio de Janeiro,"1,87",-,,Brazil,,,
,Max Marabá,Centre-Back,"Jun 15, 1995 ",28,Brazil,Brazil,,,-,,Brazil,,,
,Miqueias Meireles,Centre-Back,"Oct 14, 1995 ",28,Brazil,Brazil,Cabo Frio,,-,,Brazil,,,
,Ramon,Centre-Back,"May 9, 1995 ",28,Brazil,Brazil,Sao Paulo,"1,87",-,RB,Brazil,,RB,
,Gabriel Sauer,Centre-Back,"Apr 6, 1995 ",28,Brazil,Brazil,Joinville,"1,85",-,,Brazil,,,
,Warlley,Centre-Back,"Mar 29, 1995 ",28,Brazil,Brazil,,,-,,Brazil,,,
,Keven,Centre-Back,"Nov 27, 1995 ",28,Brazil,Brazil,Sao Luis,"1,91",-,,Brazil,,,
,Ivanzinho,Centre-Back,"Sep 7, 1995 ",28,Brazil,Brazil,Sao Sebastiao do Uatuma,"1,86",-,,Brazil,,,
,Vera Cruz,Centre-Back,"Feb 6, 1995 ",29,Brazil,Brazil,,"1,87",-,,Brazil,,,
,Túlio Medici,Centre-Back,"Jul 31, 1995 ",28,"Brazil, Italy",Brazil,,"1,90",-,,Brazil, Italy,,
,Marcelo Sousa,Centre-Back,"Jan 10, 1995 ",29,Brazil,Brazil,Arapiraca,"1,88",-,,Brazil,,,
,Maicon,Centre-Back,"Mar 21, 1995 ",28,Brazil,Brazil,Sao Luis,"1,85",-,,Brazil,,,
,Keynan,Centre-Back,"Nov 24, 1995 ",28,Brazil,Brazil,,"1,95",-,,Brazil,,,
,Caio César,Centre-Back,"Mar 5, 1995 ",29,Brazil,Brazil,,,-,,Brazil,,,
3.0,Macarrão,Centre-Back,"Apr 25, 1995 ",28,Brazil,Brazil,Salvador,"1,88",-,DM   RB,Brazil,,DM,RB
,Iran,Centre-Back,"Nov 29, 1995 ",28,Brazil,Brazil,,"1,84",-,,Brazil,,,
,Lucas Melo,Centre-Back,N/A ,28,,Brazil,Sao Luis,,-,,,,,
,Ferrugem,Centre-Back,"Nov 29, 1995 ",28,Brazil,Brazil,,"1,86",-,DM   RB,Brazil,,DM,RB
,Selson,Centre-Back,"Oct 6, 1995 ",28,Brazil,Brazil,,"1,90",-,,Brazil,,,
,Eduardo,Centre-Back,"Dec 3, 1995 ",28,Brazil,Brazil,,"1,86",-,,Brazil,,,
,Erivelton,Centre-Back,"Nov 21, 1995 ",28,Brazil,Brazil,,,-,,Brazil,,,
,Rodrigo Barreto,Centre-Back,"May 29, 1995 ",28,Brazil,Brazil,Sao Goncalo,"1,91",-,,Brazil,,,
,Renan Costa,Centre-Back,"Dec 19, 1995 ",28,Brazil,Brazil,,,-,,Brazil,,,
,Artur Dedé,Centre-Back,"May 30, 1995 ",28,Brazil,Brazil,,"1,88",-,RB,Brazil,,RB,
,Caio Acaraú,Centre-Back,"Apr 14, 1995 ",28,Brazil,Brazil,Acarau,"1,83",-,DM,Brazil,,DM,
,Tallysson,Centre-Back,"Jul 17, 1995 ",28,Brazil,Brazil,Nascimento,"1,83",-,,Brazil,,,
33.0,Myckael Nicolich,Centre-Back,"Oct 12, 1995 ",28,Brazil,Brazil,,,-,,Brazil,,,
18.0,Wesley Dias,Centre-Back,"Jul 6, 1995 ",28,Brazil,Brazil,Vila Velha,"1,87",-,,Brazil,,,
,Mário Pierre,Centre-Back,"Aug 28, 1995 ",28,Brazil,Brazil,,"1,92",-,,Brazil,,,
,Lucas Morais,Centre-Back,"Apr 29, 1995 ",28,Brazil,Brazil,Campinas,"1,84",-,,Brazil,,,
,Alex Augusto,Centre-Back,"Mar 21, 1995 ",28,Brazil,Brazil,Rio de Janeiro,"1,93",-,,Brazil,,,
,Gravatá,Centre-Back,"Apr 26, 1995 ",28,Brazil,Brazil,,,-,,Brazil,,,
,Dedé,Centre-Back,"Jan 22, 1995 ",29,Brazil,Brazil,Aracaju,"1,85",-,,Brazil,,,
,Lucas Balardin,Centre-Back,"Mar 3, 1995 ",29,Brazil,Brazil,,"1,89",-,LB,Brazil,,LB,
,Mendonça,Centre-Back,"Aug 15, 1995 ",28,Brazil,Brazil,Rio de Janeiro,"1,94",-,,Brazil,,,
,Matheus,Centre-Back,"Aug 7, 1995 ",28,Brazil,Brazil,,"1,84",-,,Brazil,,,
,Renan Ferreira,Centre-Back,"May 31, 1995 ",28,Brazil,Brazil,,"2,01",-,,Brazil,,,
,Windson,Centre-Back,"Apr 15, 1995 ",28,Brazil,Brazil,Jaguarao,"1,87",-,,Brazil,,,
,Hyago,Centre-Back,"Apr 22, 1995 ",28,Brazil,Brazil,,"1,81",-,,Brazil,,,
5.0,Emanuel,Centre-Back,"May 30, 1995 ",28,Brazil,Brazil,Paranaiba,"1,86",-,,Brazil,,,
,Luis Verdini,Centre-Back,"Aug 12, 1995 ",28,Brazil,Brazil,,"1,85",-,,Brazil,,,
,Marcão,Centre-Back,"Aug 17, 1995 ",28,Brazil,Brazil,Rio de Janeiro,"1,93",-,,Brazil,,,
,Daniel Alves,Centre-Back,"Feb 24, 1995 ",29,Brazil,Brazil,,"1,85",-,LB,Brazil,,LB,
,Igor Silva,Centre-Back,"Feb 7, 1995 ",29,Brazil,Brazil,Rio de Janeiro,"1,89",-,DM,Brazil,,DM,
,Léo Rigo,Centre-Back,"Apr 25, 1995 ",28,Brazil,Brazil,Cascavel,"1,88",-,LB,Brazil,,LB,
,Gandini,Centre-Back,"Jan 19, 1995 ",29,Brazil,Brazil,Buritama,"1,87",-,DM,Brazil,,DM,
,Dante,Centre-Back,"Nov 5, 1995 ",28,Brazil,Brazil,Rio de Janeiro,"1,93",-,,Brazil,,,
,Rafhael,Centre-Back,"Jun 6, 1995 ",28,Brazil,Brazil,,,-,,Brazil,,,
,Dedé,Centre-Back,"Jun 1, 1995 ",28,Brazil,Brazil,Macapa,"1,90",-,,Brazil,,,
,Walker,Centre-Back,"Nov 13, 1995 ",28,Brazil,Brazil,,"1,86",-,,Brazil,,,
,Douglas,Centre-Back,"Mar 23, 1995 ",28,Brazil,Brazil,Santa Cruz do Sul,"1,90",-,,Brazil,,,
,Capixaba,Centre-Back,"Apr 1, 1995 ",28,Brazil,Brazil,Vitoria,"1,90",-,,Brazil,,,
4.0,Matheus Freitas,Centre-Back,"Jul 25, 1995 ",28,Brazil,Brazil,,"1,88",-,,Brazil,,,
,Joaquim,Centre-Back,"Apr 2, 1995 ",28,Brazil,Brazil,,,-,,Brazil,,,
,João Victor,Centre-Back,"May 18, 1995 ",28,Brazil,Brazil,Salvador,"1,91",-,,Brazil,,,
,Lucas Costa,Centre-Back,"Apr 2, 1995 ",28,Brazil,Brazil,,"1,86",-,,Brazil,,,
,Alisson,Centre-Back,"May 9, 1995 ",28,Brazil,Brazil,Arapiraca,"1,88",-,,Brazil,,,
,Lucas Straub,Centre-Back,"Apr 6, 1995 ",28,Brazil,Brazil,Petropolis,"1,87",-,DM   LB,Brazil,,DM,LB
,Pierre,Centre-Back,"Dec 24, 1995 ",28,Brazil,Brazil,,,-,,Brazil,,,
,Pedro Kadri,Centre-Back,"Sep 3, 1995 ",28,"Brazil, Lebanon",Brazil,Londrina,"1,88",-,DM,Brazil, Lebanon,DM,
,Breno Cézar,Centre-Back,"Apr 21, 1995 ",28,Brazil,Brazil,Contagem,"1,82",-,,Brazil,,,
,Euller,Centre-Back,"May 21, 1995 ",28,Brazil,Brazil,Serra,"1,86",-,,Brazil,,,
,Rafael Vieira,Centre-Back,"Dec 27, 1995 ",28,Brazil,Brazil,,"1,91",-,,Brazil,,,
,Rafael Castro,Centre-Back,"Sep 26, 1995 ",28,Brazil,Brazil,Sao Paulo,"1,88",-,DM,Brazil,,DM,
,Breno,Centre-Back,"Jul 17, 1995 ",28,Brazil,Brazil,Sao Luis,"1,83",-,DM,Brazil,,DM,
,Jerfeson,Centre-Back,"Aug 3, 1995 ",28,Brazil,Brazil,,,-,,Brazil,,,
,Rafael Dumas,Centre-Back,"Mar 13, 1995 ",28,Brazil,Brazil,Rio de Janeiro,"1,82",-,,Brazil,,,
,Igor Brondani,Centre-Back,"Mar 21, 1995 ",28,"Brazil, Italy",Brazil,Cruz Alta,"1,92",-,,Brazil, Italy,,
,Gabriel Silva,Centre-Back,"Mar 3, 1995 ",29,Brazil,Brazil,Brasilia,"1,90",-,RB,Brazil,,RB,
4.0,Júlio César,Centre-Back,"Mar 21, 1995 ",28,Brazil,Brazil,,"1,89",-,,Brazil,,,
,Everton,Centre-Back,"May 21, 1995 ",28,Brazil,Brazil,Sao Paulo,"1,92",-,,Brazil,,,
,Túlio,Centre-Back,"Mar 3, 1995 ",29,Brazil,Brazil,,"1,89",-,LB,Brazil,,LB,
,Marcelo Cunha,Centre-Back,"Sep 15, 1995 ",28,Brazil,Brazil,Goiania,"1,83",-,,Brazil,,,
,Denilson,Centre-Back,"Apr 18, 1995 ",28,Brazil,Brazil,Brasilia,"1,87",-,,Brazil,,,
,Malcon,Centre-Back,"Jul 5, 1995 ",28,Brazil,Brazil,Pedreiras,"1,83",-,,Brazil,,,
,Bruno Lima,Centre-Back,"Jun 28, 1995 ",28,Brazil,Brazil,Ji-Parana,"1,81",-,RB   DM,Brazil,,RB,DM
34.0,Lucas Scalon,Centre-Back,"Sep 20, 1995 ",28,"Brazil, Italy",Brazil,Itapiranga,"1,85",-,,Brazil, Italy,,
,Washington,Centre-Back,"May 10, 1995 ",28,Brazil,Brazil,,"1,90",-,,Brazil,,,
,Ianson,Centre-Back,"Jul 15, 1995 ",28,Brazil,Brazil,Caxias do Sul,"1,87",-,,Brazil,,,
,Vinícius Matos,Centre-Back,"Jan 26, 1995 ",29,Brazil,Brazil,Alfredo Alves,"1,87",-,,Brazil,,,
,Ciro Castro,Centre-Back,"Mar 30, 1995 ",28,Brazil,Brazil,Rio de Janeiro,"1,83",-,,Brazil,,,
,Vitão,Centre-Back,"Apr 8, 1995 ",28,Brazil,Brazil,Goiania,"1,87",-,DM,Brazil,,DM,
,Francis,Centre-Back,"Apr 27, 1995 ",28,"Brazil, Nigeria",Brazil,Sao Paulo,"1,94",-,SW   DM,Brazil, Nigeria,SW,DM
,Cassius,Centre-Back,"Jun 15, 1995 ",28,Brazil,Brazil,Campo Grande,"1,92",-,DM,Brazil,,DM,
,Guilherme,Centre-Back,"Feb 8, 1995 ",29,Brazil,Brazil,Minas Gerais,,-,,Brazil,,,
50.0,Rodrigo Becão,Centre-Back,"Jan 19, 1996 ",28,Brazil,Brazil,Salvador,"1,91",€10.00m,,Brazil,,,
3.0,Vítor Tormena,Centre-Back,"Jan 4, 1996 ",28,Brazil,Brazil,Marilia,"1,92",€6.00m,RB   RM,Brazil,,RB,RM
23.0,Marcão,Centre-Back,"Jun 5, 1996 ",27,Brazil,Brazil,Londrina,"1,85",€5.00m,DM,Brazil,,DM,
15.0,Fabrício Bruno,Centre-Back,"Feb 12, 1996 ",28,Brazil,Brazil,Ibirite,"1,92",€3.00m,,Brazil,,,
12.0,Lucas Oliveira,Centre-Back,"Feb 2, 1996 ",28,Brazil,Brazil,Rio de Janeiro,"1,87",€2.50m,,Brazil,,,
14.0,Ignácio,Centre-Back,"Dec 1, 1996 ",27,Brazil,Brazil,Currais Novos,"1,90",€1.50m,,Brazil,,,
,Eduardo Bauermann,Centre-Back,"Feb 13, 1996 ",28,Brazil,Brazil,Estancia Velha,"1,87",€1.50m,,Brazil,,,
3.0,Derlan,Centre-Back,"Feb 3, 1996 ",28,Brazil,Brazil,Nova Iguacu,"1,87",€500k,,Brazil,,,
4.0,Pedro Barcelos,Centre-Back,"Jan 19, 1996 ",28,Brazil,Brazil,Galileia,"1,88",€350k,,Brazil,,,
3.0,Fábio Alemão,Centre-Back,"Oct 8, 1996 ",27,Brazil,Brazil,Tres Passos,"1,84",€300k,,Brazil,,,
3.0,Renan,Centre-Back,"Jul 28, 1996 ",27,Brazil,Brazil,Sao Paulo,"1,83",€275k,DM,Brazil,,DM,
,Frazan,Centre-Back,"Jun 5, 1996 ",27,Brazil,Brazil,Macae,"1,88",€250k,,Brazil,,,
14.0,Marcão,Centre-Back,"Apr 8, 1996 ",27,Brazil,Brazil,Coronel Fabriciano,"1,98",€200k,,Brazil,,,
3.0,Léo Ortiz,Centre-Back,"Jan 3, 1996 ",28,Brazil,Brazil,Porto Alegre,"1,86",€7.00m,,Brazil,,,
4.0,Léo Pereira,Centre-Back,"Jan 31, 1996 ",28,Brazil,Brazil,Curitiba,"1,89",€5.50m,,Brazil,,,
3.0,Léo,Centre-Back,"Mar 6, 1996 ",28,Brazil,Brazil,Rio de Janeiro,"1,83",€3.20m,LB,Brazil,,LB,
5.0,Léo Duarte,Centre-Back,"Jul 17, 1996 ",27,Brazil,Brazil,Mococa,"1,83",€3.00m,RB,Brazil,,RB,
4.0,Marcelo Benevenuto,Centre-Back,"Jan 7, 1996 ",28,Brazil,Brazil,Resende,"1,81",€2.50m,,Brazil,,,
36.0,Iago Maidana,Centre-Back,"Feb 6, 1996 ",28,Brazil,Brazil,Criciuma,"1,95",€1.50m,,Brazil,,,
,Sabino,Centre-Back,"Oct 25, 1996 ",27,Brazil,Brazil,Brasilia,"1,84",€1.20m,,Brazil,,,
3.0,Lucão,Centre-Back,"Mar 23, 1996 ",27,Brazil,Brazil,Brasilia,"1,87",€400k,,Brazil,,,
4.0,Igor Ribeiro,Centre-Back,"Oct 4, 1996 ",27,Brazil,Brazil,Leopoldina,"1,83",€300k,DM,Brazil,,DM,
,Luan,Centre-Back,"May 31, 1996 ",27,Brazil,Brazil,Campo Grande,"1,86",€300k,RB,Brazil,,RB,
4.0,Gustavo França,Centre-Back,"Jul 20, 1996 ",27,Brazil,Brazil,,"1,88",€250k,,Brazil,,,
6.0,Julio Cesar,Centre-Back,"Dec 6, 1996 ",27,Brazil,Brazil,Mogi das Cruzes,"1,92",€200k,,Brazil,,,
96.0,Bruno Oliveira,Centre-Back,"Jun 9, 1996 ",27,Brazil,Brazil,,"1,86",€150k,LB,Brazil,,LB,
20.0,Gonçalves,Centre-Back,"Mar 4, 1996 ",28,Brazil,Brazil,Queimados,"1,88",€125k,LB,Brazil,,LB,
8.0,Lucas Turci,Centre-Back,"Aug 23, 1996 ",27,Brazil,Brazil,,"1,92",€125k,DM   LB,Brazil,,DM,LB
31.0,Daciel,Centre-Back,"Nov 29, 1996 ",27,Brazil,Brazil,Maceio,"1,90",€50k,LB   DM,Brazil,,LB,DM
,Thomás Kayck,Centre-Back,"Jan 29, 1996 ",28,Brazil,Brazil,,"1,92",€50k,LB,Brazil,,LB,
,Marcel Scalese,Centre-Back,"Apr 17, 1996 ",27,Brazil,Brazil,Sao Paulo,"1,90",€50k,LB,Brazil,,LB,
15.0,Matheus Teixeira,Centre-Back,"Jun 27, 1996 ",27,"Brazil, Spain",Brazil,Lavras,"1,88",€25k,,Brazil, Spain,,
,João Neves,Centre-Back,"Apr 23, 1996 ",27,Brazil,Brazil,Araraquara,"1,92",-,,Brazil,,,
,Luan Matos,Centre-Back,"Oct 20, 1996 ",27,Brazil,Brazil,Vitoria,"1,91",-,DM,Brazil,,DM,
,Sandro Klener,Centre-Back,"Sep 13, 1996 ",27,Brazil,Brazil,Santarem,"1,88",-,,Brazil,,,
3.0,Bertier,Centre-Back,"Feb 27, 1996 ",28,Brazil,Brazil,Sao Paulo,"1,86",-,,Brazil,,,
4.0,Filipe Soares,Centre-Back,"Jun 2, 1996 ",27,Brazil,Brazil,,"1,81",-,,Brazil,,,
3.0,Guilherme Souza,Centre-Back,"Sep 27, 1996 ",27,Brazil,Brazil,Mogi das Cruzes,"1,88",-,,Brazil,,,
16.0,Eriks Santos,Centre-Back,"Feb 23, 1996 ",28,Brazil,Brazil,Pedreiras,"1,82",€150k,LB,Brazil,,LB,
70.0,William,Centre-Back,"Jun 11, 1996 ",27,Brazil,Brazil,Estancia,"1,86",€125k,,Brazil,,,
6.0,Gilberto,Centre-Back,"Jun 28, 1996 ",27,Brazil,Brazil,Arapei,"1,87",€100k,,Brazil,,,
13.0,Bruno Leonardo,Centre-Back,"Jun 2, 1996 ",27,Brazil,Brazil,Ribeirao Preto,"1,87",€50k,,Brazil,,,
,Luis Felipe,Centre-Back,"May 16, 1996 ",27,Brazil,Brazil,Sao Paulo,"1,93",€50k,,Brazil,,,
,Rafael Ribeiro,Centre-Back,"Jan 18, 1996 ",28,Brazil,Brazil,Rio de Janeiro,"1,90",€50k,,Brazil,,,
22.0,Brenner,Centre-Back,"Oct 18, 1996 ",27,Brazil,Brazil,Mineiros,"1,84",€25k,RB,Brazil,,RB,
,Octavio Henrique,Centre-Back,"Aug 11, 1996 ",27,"Brazil, Spain",Brazil,Cruzeiro,"1,86",-,,Brazil, Spain,,
,Douglas Nunes,Centre-Back,"Sep 20, 1996 ",27,Brazil,Brazil,,"1,85",-,,Brazil,,,
,Brener,Centre-Back,"May 31, 1996 ",27,Brazil,Brazil,,"1,82",-,DM,Brazil,,DM,
23.0,Lucas Barros,Centre-Back,"Jan 4, 1996 ",28,Brazil,Brazil,Guarulhos,"1,85",-,,Brazil,,,
,Guilherme Paraná,Centre-Back,"Feb 25, 1996 ",28,Brazil,Brazil,Umuarama,"1,91",-,DM,Brazil,,DM,
,Siri,Centre-Back,"Apr 27, 1996 ",27,Brazil,Brazil,Boa Vista,"1,90",-,,Brazil,,,
,Pablo,Centre-Back,"Jul 23, 1996 ",27,Brazil,Brazil,,,-,RB   RM,Brazil,,RB,RM
,Igor Souza,Centre-Back,"Oct 29, 1996 ",27,Brazil,Brazil,Taquara,"1,92",-,,Brazil,,,
,Wellerson Uberaba,Centre-Back,"Jun 12, 1996 ",27,Brazil,Brazil,Uberaba,"1,86",-,DM,Brazil,,DM,
,Patrick,Centre-Back,"Oct 1, 1996 ",27,Brazil,Brazil,Nazare da Mata,"1,79",-,,Brazil,,,
,Alex,Centre-Back,"Oct 11, 1996 ",27,Brazil,Brazil,,,-,,Brazil,,,
,Islan,Centre-Back,"Oct 22, 1996 ",27,Brazil,Brazil,Maceio,"1,95",-,,Brazil,,,
,Patrick Gentil,Centre-Back,"Jul 21, 1996 ",27,Brazil,Brazil,Sao Luis,"1,86",-,,Brazil,,,
18.0,Mancuso,Centre-Back,"Dec 18, 1996 ",27,Brazil,Brazil,,,-,,Brazil,,,
,Gutierrez,Centre-Back,"Aug 7, 1996 ",27,Brazil,Brazil,,"1,90",-,DM,Brazil,,DM,
,Aelcio,Centre-Back,"Jun 10, 1996 ",27,Brazil,Brazil,Serrinha,"1,86",-,,Brazil,,,
33.0,Otavio Gut,Centre-Back,"Jun 19, 1996 ",27,Brazil,Brazil,Jundiai,"1,86",-,,Brazil,,,
,João Pedro,Centre-Back,"Jan 4, 1996 ",28,Brazil,Brazil,Timon,"1,89",-,,Brazil,,,
,Lucão Mello,Centre-Back,"Apr 30, 1996 ",27,Brazil,Brazil,,,-,,Brazil,,,
,Léo Gobo,Centre-Back,"Nov 9, 1996 ",27,Brazil,Brazil,Taubate,"1,86",-,,Brazil,,,
4.0,Vitor Dadalt,Centre-Back,"Sep 13, 1996 ",27,Brazil,Brazil,,"1,92",-,,Brazil,,,
,Vinícius Sangiorgi,Centre-Back,"May 24, 1996 ",27,Brazil,Brazil,,"1,87",-,,Brazil,,,
,Matheus Rodrigues,Centre-Back,"Jul 23, 1996 ",27,Brazil,Brazil,,,-,,Brazil,,,
,David Cruz,Centre-Back,"Oct 3, 1996 ",27,Brazil,Brazil,Belem,"1,85",-,DM,Brazil,,DM,
,Alan Ferreira,Centre-Back,"Oct 29, 1996 ",27,Brazil,Brazil,,"1,90",-,,Brazil,,,
,Douglas Santos,Centre-Back,"Dec 13, 1996 ",27,Brazil,Brazil,Sao Luis,"1,85",-,,Brazil,,,
,Sanny,Centre-Back,"Apr 29, 1996 ",27,Brazil,Brazil,,,-,,Brazil,,,
,Bruno Miguel,Centre-Back,"Oct 2, 1996 ",27,Brazil,Brazil,,"1,88",-,DM,Brazil,,DM,
,Mauricio Pinto,Centre-Back,"Oct 9, 1996 ",27,Brazil,Brazil,Brusque,"1,88",-,,Brazil,,,
,Lucas Rocha,Centre-Back,"Feb 3, 1996 ",28,Brazil,Brazil,Sao Bernardo do Campo,"1,83",-,,Brazil,,,
,Iuri,Centre-Back,"Mar 23, 1996 ",27,Brazil,Brazil,,"1,87",-,LB,Brazil,,LB,
,Samuel Almeida,Centre-Back,"Feb 27, 1996 ",28,Brazil,Brazil,,"1,81",-,RB   DM,Brazil,,RB,DM
,Alex Moreira,Centre-Back,"Feb 8, 1996 ",28,Brazil,Brazil,,,-,,Brazil,,,
,Lucas Yan,Centre-Back,"Mar 22, 1996 ",27,Brazil,Brazil,Bahia,,-,,Brazil,,,
,Tom,Centre-Back,"Feb 1, 1996 ",28,Brazil,Brazil,Cruzeiro,"1,90",-,,Brazil,,,
,Arlan,Centre-Back,"Apr 24, 1996 ",27,Brazil,Brazil,Recife,"1,88",-,DM,Brazil,,DM,
,Dudu,Centre-Back,"Apr 3, 1996 ",27,Brazil,Brazil,,"1,86",-,RB,Brazil,,RB,
,Paulinho,Centre-Back,"Sep 6, 1996 ",27,Brazil,Brazil,Madre de Deus,"1,84",-,DM,Brazil,,DM,
,Matheus Camargo,Centre-Back,"Apr 30, 1996 ",27,Brazil,Brazil,Uberlandia,"1,85",-,LB,Brazil,,LB,
,João Donato,Centre-Back,"Jul 8, 1996 ",27,Brazil,Brazil,Mongagua,"1,90",-,,Brazil,,,
