Number,Name,Position,Date of Birth,Age,Nationality,Birth Country,Place of Birth,Height,Market Value,Main Position,Other Positions,Nationality 1,Nationality 2,Position 2,Position 3
,Óscar Sá,Centre-Back,"Mar 20, 1990 ",34,Portugal,Portugal,Caminha,"1,88",-,Defender,RB,Portugal,,RB,
,Simão Marques,Centre-Back,"Aug 23, 1990 ",33,Portugal,Portugal,Viseu,"1,78",-,Defender,DM,Portugal,,DM,
,Pedro Rodrigues,Centre-Back,"Mar 26, 1990 ",34,Portugal,Portugal,Marinha Grande,"1,84",-,Defender,DM,Portugal,,DM,
22.0,Marcelo Faria,Centre-Back,"Dec 22, 1990 ",33,"Portugal, Brazil",Portugal,Viana do Castelo,"1,88",-,Defender,CM,Portugal, Brazil,CM,
25.0,Diogo Duque,Centre-Back,"Nov 4, 1990 ",33,Portugal,Portugal,Lisboa,"1,78",-,Defender,RB   LB,Portugal,,RB,LB
,Bruno Lourenço,Centre-Back,"Jan 17, 1990 ",34,Portugal,Portugal,Setubal,"1,84",-,Defender,,Portugal,,,
,Tiago Coutinho,Centre-Back,"Jun 5, 1990 ",33,Portugal,Portugal,Matosinhos,"1,82",-,Defender,LB,Portugal,,LB,
,Miguel Vieira,Centre-Back,"Oct 8, 1990 ",33,Portugal,Portugal,Amarante,"1,90",-,Defender,,Portugal,,,
,Flávio Vilela,Centre-Back,"Oct 2, 1990 ",33,Portugal,Portugal,Lisboa,"1,77",-,Defender,RB,Portugal,,RB,
,Carlos,Centre-Back,"Aug 16, 1990 ",33,Portugal,Portugal,,"1,72",-,Defender,RB,Portugal,,RB,
,Fábio Marques,Centre-Back,"Dec 25, 1990 ",33,Portugal,Portugal,Vila Nova de Famalicao,"1,81",-,Defender,DM,Portugal,,DM,
,Seixas,Centre-Back,"May 5, 1990 ",33,Portugal,Portugal,Amarante,"1,88",-,Defender,,Portugal,,,
,Celso,Centre-Back,"Jun 8, 1990 ",33,Portugal,Portugal,Paredes,"1,88",-,Defender,,Portugal,,,
3.0,Vítor Bastos,Centre-Back,"May 1, 1990 ",33,Portugal,Portugal,Guimaraes,"1,90",-,Defender,RB,Portugal,,RB,
,Abel Pereira,Centre-Back,"Apr 15, 1990 ",33,Portugal,Portugal,Alijo,"1,80",-,Defender,RB   DM,Portugal,,RB,DM
26.0,João Faria,Centre-Back,"Jul 12, 1990 ",33,Portugal,Portugal,Barcelos,"1,85",-,Defender,,Portugal,,,
,Zé Pedro,Centre-Back,"Nov 13, 1990 ",33,Portugal,Portugal,Braga,"1,82",-,Defender,,Portugal,,,
,Pedro Borges,Centre-Back,"Apr 14, 1990 ",33,Portugal,Portugal,Carrazeda de Ansiaes,"1,81",-,Defender,,Portugal,,,
,Wilson,Centre-Back,"Sep 29, 1990 ",33,"Angola, Portugal",Portugal,Porto,"1,80",-,Defender,DM,Angola, Portugal,DM,
,João Pereira,Centre-Back,"May 10, 1990 ",33,Portugal,Portugal,Santarem,"1,85",-,Defender,LB,Portugal,,LB,
21.0,Roderick Miranda,Centre-Back,"Mar 30, 1991 ",33,"Portugal, Brazil",Portugal,Odivelas,"1,93",€1.00m,Defender,,Portugal, Brazil,,
5.0,Vítor Almeida,Centre-Back,"Feb 5, 1991 ",33,"Macao, Portugal",Portugal,Lisboa,"1,85",€150k,Defender,,Macao, Portugal,,
3.0,Nélson Amorim,Centre-Back,"Jun 22, 1991 ",32,"Portugal, Canada",Portugal,Arcos de Valdevez,"1,87",-,Defender,,Portugal, Canada,,
,Fábio Costa,Centre-Back,"Jan 3, 1991 ",33,Portugal,Portugal,Porto,,-,Defender,,Portugal,,,
,Luís,Centre-Back,"May 17, 1991 ",32,Portugal,Portugal,Espinho,"1,90",-,Defender,DM,Portugal,,DM,
,João Carapinha,Centre-Back,"Oct 24, 1991 ",32,Portugal,Portugal,Vila Boim,"1,90",-,Defender,DM,Portugal,,DM,
,Carlos André,Centre-Back,"Apr 8, 1991 ",33,Portugal,Portugal,Espinho,"1,82",-,Defender,,Portugal,,,
25.0,João Batista,Centre-Back,"Jan 16, 1991 ",33,Portugal,Portugal,Valverde,,-,Defender,,Portugal,,,
,Nandinho,Centre-Back,"May 14, 1991 ",32,Portugal,Portugal,Guimaraes,"1,93",-,Defender,RB,Portugal,,RB,
,João Moreira,Centre-Back,"Jul 13, 1991 ",32,Portugal,Portugal,Braga,"1,88",-,Defender,,Portugal,,,
,João Pedro,Centre-Back,"Aug 8, 1991 ",32,Portugal,Portugal,,"1,84",-,Defender,LB,Portugal,,LB,
19.0,Hugo Goncalves,Centre-Back,"May 21, 1991 ",32,Portugal,Portugal,Fafe,,-,Defender,DM,Portugal,,DM,
13.0,Ivo Dias,Centre-Back,"Oct 29, 1991 ",32,Portugal,Portugal,Lisboa,"1,82",-,Defender,,Portugal,,,
37.0,Gonçalo Silva,Centre-Back,"Jun 4, 1991 ",32,Portugal,Portugal,Barreiro,"1,86",€250k,Defender,RB,Portugal,,RB,
34.0,Ricardo Alves,Centre-Back,"May 9, 1991 ",32,Portugal,Portugal,Vila Nova de Cerveira,"1,81",€125k,Defender,LB,Portugal,,LB,
4.0,Bruno Costa,Centre-Back,"Jul 29, 1991 ",32,Portugal,Portugal,Braga,"1,79",-,Defender,RB,Portugal,,RB,
14.0,André Guimar,Centre-Back,"Nov 20, 1991 ",32,Portugal,Portugal,Lousa,"1,85",-,Defender,,Portugal,,,
,Pereira,Centre-Back,"Mar 7, 1991 ",33,Portugal,Portugal,Ovar,"1,87",-,Defender,,Portugal,,,
,Paulo Ferraz,Centre-Back,"Apr 30, 1991 ",32,Portugal,Portugal,Sanguedo,"1,7",-,Defender,DM   RB,Portugal,,DM,RB
4.0,Rui Costa,Centre-Back,"Mar 22, 1991 ",33,Portugal,Portugal,Vila Nova de Famalicao,"1,80",-,Defender,DM   CM,Portugal,,DM,CM
4.0,António Pereira,Centre-Back,"Jul 28, 1991 ",32,Portugal,Portugal,Guimaraes,"1,78",-,Defender,,Portugal,,,
3.0,Emanuel Oliveira,Centre-Back,"Sep 6, 1991 ",32,Portugal,Portugal,Guimaraes,"1,92",-,Defender,DM,Portugal,,DM,
,Valter Viegas,Centre-Back,"Dec 8, 1991 ",32,Portugal,Portugal,Lisboa,"1,84",-,Defender,,Portugal,,,
3.0,Tiago Crachat,Centre-Back,"May 4, 1991 ",32,Portugal,Portugal,Minde,"1,83",-,Defender,DM,Portugal,,DM,
19.0,Ricardo Soares,Centre-Back,"May 13, 1991 ",32,Portugal,Portugal,Fafe,"1,80",-,Defender,RB   LB,Portugal,,RB,LB
,Bruno Gomes,Centre-Back,"Mar 14, 1991 ",33,Portugal,Portugal,Sandim,"1,79",-,Defender,LB,Portugal,,LB,
,Rúben Santos,Centre-Back,"Mar 6, 1991 ",33,"Portugal, Angola",Portugal,Cascais,"1,81",-,Defender,,Portugal, Angola,,
,Lucas Maciel,Centre-Back,"Mar 6, 1991 ",33,Portugal,Portugal,Ponte de Lima,"1,86",-,Defender,,Portugal,,,
,André Freire,Centre-Back,"May 12, 1991 ",32,Portugal,Portugal,Lisboa,"1,85",-,Defender,,Portugal,,,
,Natalino Silva,Centre-Back,"Dec 24, 1991 ",32,"Portugal, Cape Verde",Portugal,,"1,93",-,Defender,,Portugal, Cape Verde,,
,Sandro Silva,Centre-Back,N/A ,32,,Portugal,Lisboa,,-,Defender,DM,,,DM,
,Tiago Gil,Centre-Back,"May 14, 1991 ",32,Portugal,Portugal,Porto,"1,85",-,Defender,,Portugal,,,
3.0,Pepe,Centre-Back,"Jun 13, 1991 ",32,Portugal,Portugal,Porto,"1,86",-,Defender,,Portugal,,,
26.0,Luís Miguel,Centre-Back,"Sep 24, 1991 ",32,Portugal,Portugal,Porto da Cruz - Machico,"1,83",-,Defender,DM,Portugal,,DM,
,André,Centre-Back,"Jan 28, 1991 ",33,Portugal,Portugal,Ponte de Lima,,-,Defender,,Portugal,,,
,Aníbal Capela,Centre-Back,"May 8, 1991 ",32,Portugal,Portugal,Vila Verde,"1,88",-,Defender,,Portugal,,,
,Flávio Ferreira,Centre-Back,"Oct 19, 1991 ",32,Portugal,Portugal,Oliveira do Hospital,"1,80",-,Defender,DM,Portugal,,DM,
19.0,Filipe Paiva,Centre-Back,"May 10, 1991 ",32,Portugal,Portugal,Alcochete,"1,86",-,Defender,SW,Portugal,,SW,
,João Paulo Duarte,Centre-Back,"Jun 20, 1991 ",32,Portugal,Portugal,Caldas das Taipas,"1,87",-,Defender,DM,Portugal,,DM,
6.0,Ivan Santos,Centre-Back,"Sep 18, 1991 ",32,Portugal,Portugal,Ilha Terceira,"1,85",-,Defender,DM,Portugal,,DM,
,Mauro Pereira,Centre-Back,"Nov 6, 1991 ",32,Portugal,Portugal,Coimbra,"1,86",-,Defender,RB,Portugal,,RB,
,Pedro José,Centre-Back,"Dec 19, 1991 ",32,Portugal,Portugal,,,-,Defender,,Portugal,,,
21.0,Cabreira,Centre-Back,"Aug 25, 1991 ",32,Portugal,Portugal,Braga,"1,85",-,Defender,,Portugal,,,
4.0,Pedro Basílio,Centre-Back,"Oct 6, 1991 ",32,Portugal,Portugal,Vizela,"1,82",-,Defender,,Portugal,,,
2.0,Ricardo Carvalho,Centre-Back,"Feb 23, 1991 ",33,Portugal,Portugal,Foz do Sousa,"1,89",-,Defender,,Portugal,,,
,Fábio Gonçalves,Centre-Back,"Apr 6, 1991 ",33,Portugal,Portugal,Espinho,"1,85",-,Defender,,Portugal,,,
44.0,Marcos Pinto,Centre-Back,"May 11, 1991 ",32,Portugal,Portugal,Amarante,"1,88",-,Defender,DM,Portugal,,DM,
46.0,Nélson Agra,Centre-Back,"Jan 6, 1991 ",33,Portugal,Portugal,Povoa de Varzim,"1,75",-,Defender,DM,Portugal,,DM,
4.0,Nélson Edra,Centre-Back,"Jul 31, 1991 ",32,Portugal,Portugal,Macedo de Cavaleiros,"1,86",-,Defender,,Portugal,,,
,Jaka,Centre-Back,"Jan 1, 1991 ",33,Portugal,Portugal,Barcelos,"1,82",-,Defender,,Portugal,,,
,Zé Pedro,Centre-Back,"Feb 16, 1991 ",33,Portugal,Portugal,Braga,"1,87",-,Defender,DM,Portugal,,DM,
15.0,Paulo Oliveira,Centre-Back,"Jan 8, 1992 ",32,Portugal,Portugal,Vila Nova de Famalicao,"1,87",€2.00m,Defender,,Portugal,,,
23.0,Josué Sá,Centre-Back,"Jun 17, 1992 ",31,Portugal,Portugal,Lisboa,"1,87",€500k,Defender,,Portugal,,,
26.0,Hugo Sousa,Centre-Back,"Jun 4, 1992 ",31,Portugal,Portugal,Santa Marinha,"1,84",€250k,Defender,RB,Portugal,,RB,
,Jonas,Centre-Back,"Dec 26, 1992 ",31,Portugal,Portugal,Ovar,"1,92",-,Defender,,Portugal,,,
4.0,Miguel Hortelão,Centre-Back,"Sep 4, 1992 ",31,Portugal,Portugal,Belmonte,,-,Defender,RB,Portugal,,RB,
,Tiago Resende,Centre-Back,"Jan 4, 1992 ",32,Portugal,Portugal,Nogueira do Cravo,"1,85",-,Defender,,Portugal,,,
28.0,Mauro Neves,Centre-Back,"Jul 31, 1992 ",31,Portugal,Portugal,Belmonte,,-,Defender,,Portugal,,,
93.0,Valter Lopes,Centre-Back,"May 28, 1992 ",31,Portugal,Portugal,Castro Verde,"1,87",-,Defender,,Portugal,,,
3.0,Pedro Rodrigues,Centre-Back,"Jul 15, 1992 ",31,Portugal,Portugal,Albufeira,"1,78",-,Defender,,Portugal,,,
5.0,Carlos Daniel,Centre-Back,"Aug 10, 1992 ",31,Portugal,Portugal,,,-,Defender,,Portugal,,,
,Luís Varela,Centre-Back,"Feb 11, 1992 ",32,Portugal,Portugal,Evora,"1,87",-,Defender,DM,Portugal,,DM,
23.0,Edu,Centre-Back,"Nov 19, 1992 ",31,Portugal,Portugal,Murca,"1,85",-,Defender,CM,Portugal,,CM,
,João Noura,Centre-Back,"Oct 11, 1992 ",31,Portugal,Portugal,Matosinhos,"1,82",-,Defender,,Portugal,,,
4.0,Bruno Martins Indi,Centre-Back,"Feb 8, 1992 ",32,"Netherlands, Portugal",Portugal,Barreiro,"1,85",€1.50m,Defender,LB,Netherlands, Portugal,LB,
3.0,Sambinha,Centre-Back,"Sep 23, 1992 ",31,"Guinea-Bissau, Portugal",Portugal,Cascais,"1,84",€350k,Defender,,Guinea-Bissau, Portugal,,
92.0,Rafa Vieira,Centre-Back,"Jul 9, 1992 ",31,Portugal,Portugal,Vieira do Minho,"1,87",€150k,Defender,DM,Portugal,,DM,
,Pedro Carvalho,Centre-Back,"Apr 6, 1992 ",32,Portugal,Portugal,Foz do Sousa,"1,85",-,Defender,,Portugal,,,
,Nuno Costa,Centre-Back,"Feb 17, 1992 ",32,Portugal,Portugal,Moreira da Maia,"1,88",-,Defender,DM,Portugal,,DM,
4.0,Rui Mendonça,Centre-Back,"Jun 5, 1992 ",31,Portugal,Portugal,Lamego,"1,91",-,Defender,DM,Portugal,,DM,
3.0,Gil,Centre-Back,"Jan 16, 1992 ",32,Portugal,Portugal,Guimaraes,"1,84",-,Defender,,Portugal,,,
,Luís Correia,Centre-Back,"Jun 20, 1992 ",31,Portugal,Portugal,,"1,75",-,Defender,,Portugal,,,
,João Paulo,Centre-Back,"May 13, 1992 ",31,Portugal,Portugal,Vila Nova de Gaia,"1,83",-,Defender,,Portugal,,,
20.0,Gonçalo Coteriano,Centre-Back,"Jun 20, 1992 ",31,"Macao, Portugal",Portugal,Macao,,-,Defender,RB,Macao, Portugal,RB,
23.0,Rui Rampa,Centre-Back,"Sep 6, 1992 ",31,Portugal,Portugal,Fafe,"1,85",-,Defender,,Portugal,,,
,Salvador Sá,Centre-Back,"Dec 19, 1992 ",31,Portugal,Portugal,Lisboa,"1,92",-,Defender,,Portugal,,,
19.0,Bruno Oliveira,Centre-Back,"Mar 28, 1992 ",32,Portugal,Portugal,Povoa de Lanhoso,"1,86",-,Defender,,Portugal,,,
,João Soares,Centre-Back,"Mar 29, 1992 ",32,Portugal,Portugal,Covilha,,-,Defender,,Portugal,,,
12.0,Edgar Almeida,Centre-Back,"Dec 17, 1992 ",31,Portugal,Portugal,Sao Joao da Madeira,"1,86",-,Defender,,Portugal,,,
,Digas,Centre-Back,"Jan 14, 1992 ",32,Portugal,Portugal,Guimaraes,"1,86",-,Defender,,Portugal,,,
,Cristiano,Centre-Back,"Jun 8, 1992 ",31,Portugal,Portugal,Coimbra,"1,86",-,Defender,RB,Portugal,,RB,
14.0,Rúben Nunes,Centre-Back,"Apr 15, 1992 ",31,Portugal,Portugal,Lisboa,"1,80",-,Defender,RB,Portugal,,RB,
33.0,Filipe Alves,Centre-Back,"Nov 18, 1992 ",31,Portugal,Portugal,Santo Tirso,"1,78",-,Defender,,Portugal,,,
,André Santos,Centre-Back,"Mar 11, 1992 ",32,Portugal,Portugal,Amarante,,-,Defender,DM,Portugal,,DM,
22.0,Fábio Sousa,Centre-Back,"Jun 27, 1992 ",31,Portugal,Portugal,Covilha,"1,86",-,Defender,,Portugal,,,
,Rui Faria,Centre-Back,"May 30, 1992 ",31,Portugal,Portugal,Barcelos,"1,94",-,Defender,LB   DM,Portugal,,LB,DM
,Daniel Jesus,Centre-Back,"Mar 12, 1992 ",32,Portugal,Portugal,Faro,"1,83",-,Defender,,Portugal,,,
5.0,Miguel Lourenço,Centre-Back,"May 27, 1992 ",31,Portugal,Portugal,Sesimbra,"1,86",-,Defender,DM   RB,Portugal,,DM,RB
,Miguel Serôdio,Centre-Back,"Feb 21, 1992 ",32,Portugal,Portugal,Albufeira,"1,85",-,Defender,DM,Portugal,,DM,
4.0,Hugo Ildefonso,Centre-Back,"Jun 7, 1992 ",31,Portugal,Portugal,Lisboa,"1,94",-,Defender,,Portugal,,,
,Tojó,Centre-Back,"Sep 30, 1992 ",31,Portugal,Portugal,Albergaria-a-Velha,"1,92",-,Defender,DM,Portugal,,DM,
,Bernardo Marques,Centre-Back,"Feb 18, 1992 ",32,Portugal,Portugal,Moita,"1,86",-,Defender,,Portugal,,,
,João Jesus,Centre-Back,"Nov 21, 1992 ",31,Portugal,Portugal,Vila do Conde,"1,85",-,Defender,,Portugal,,,
2.0,Diogo Costa,Centre-Back,"Apr 22, 1992 ",31,Portugal,Portugal,Fafe,"1,87",-,Defender,,Portugal,,,
24.0,Jorge Faria,Centre-Back,"Jul 2, 1992 ",31,Portugal,Portugal,,,-,Defender,,Portugal,,,
,Diogo Lopes,Centre-Back,"Mar 13, 1992 ",32,Portugal,Portugal,Vizela,,-,Defender,,Portugal,,,
,Tiago Graça,Centre-Back,"Aug 3, 1992 ",31,Portugal,Portugal,Vila do Conde,"1,83",-,Defender,,Portugal,,,
,Luís Martins,Centre-Back,"Oct 1, 1992 ",31,Portugal,Portugal,Santa Maria da Feira,"1,85",-,Defender,,Portugal,,,
,Nélson Sampaio,Centre-Back,"Apr 4, 1992 ",32,Portugal,Portugal,Marco de Canaveses,"1,88",-,Defender,DM,Portugal,,DM,
,Pedro Alexandre,Centre-Back,"Jun 25, 1992 ",31,Portugal,Portugal,Povoa de Varzim,,-,Defender,,Portugal,,,
26.0,João Freitas,Centre-Back,"Jun 4, 1992 ",31,Portugal,Portugal,Sintra,"1,83",-,Defender,,Portugal,,,
3.0,Frederico Venâncio,Centre-Back,"Feb 4, 1993 ",31,Portugal,Portugal,Setubal,"1,86",€800k,Defender,DM,Portugal,,DM,
3.0,Ângelo,Centre-Back,"Jul 3, 1993 ",30,Portugal,Portugal,Ribeirao,"1,89",€300k,Defender,,Portugal,,,
5.0,Hugo Basto,Centre-Back,"May 14, 1993 ",30,Portugal,Portugal,Amarante,"1,88",€250k,Defender,,Portugal,,,
2.0,Tiago Ferreira,Centre-Back,"Jul 10, 1993 ",30,Portugal,Portugal,Porto,"1,85",€125k,Defender,,Portugal,,,
,Sérgio Oulu,Centre-Back,"May 19, 1993 ",30,Portugal,Portugal,Oeiras,"1,88",€10k,Defender,DM,Portugal,,DM,
4.0,Pedro Almeida,Centre-Back,"Jun 21, 1993 ",30,Portugal,Portugal,,,-,Defender,,Portugal,,,
44.0,Zé Francisco,Centre-Back,"Aug 3, 1993 ",30,Portugal,Portugal,Ponte da Barca,"1,83",-,Defender,DM,Portugal,,DM,
,Daniel Cardoso,Centre-Back,"May 19, 1993 ",30,Portugal,Portugal,Batalha,"1,80",-,Defender,,Portugal,,,
,Rúben Ramires,Centre-Back,"Jul 15, 1993 ",30,"Portugal, Cape Verde",Portugal,Almada,"1,88",-,Defender,,Portugal, Cape Verde,,
,Hugo Silva,Centre-Back,"Aug 15, 1993 ",30,Portugal,Portugal,Lordelo,"1,77",-,Defender,RB,Portugal,,RB,
,Tiago Gomes,Centre-Back,"Jul 15, 1993 ",30,Portugal,Portugal,Castelo Branco,"1,86",-,Defender,,Portugal,,,
24.0,José Santos,Centre-Back,"Mar 17, 1993 ",31,Portugal,Portugal,Povoa de Varzim,"1,90",-,Defender,,Portugal,,,
,Paulo Freitas,Centre-Back,"Nov 4, 1993 ",30,Portugal,Portugal,Lisboa,"1,85",-,Defender,DM,Portugal,,DM,
44.0,André Teixeira,Centre-Back,"Aug 14, 1993 ",30,Portugal,Portugal,Porto,"1,82",€350k,Defender,RB,Portugal,,RB,
4.0,João Miguel,Centre-Back,"Sep 14, 1993 ",30,Portugal,Portugal,Maia,"1,90",€300k,Defender,DM,Portugal,,DM,
6.0,Bernardo Lopes,Centre-Back,"Jul 30, 1993 ",30,"Gibraltar, Portugal",Portugal,Cascais,"1,87",€125k,Defender,DM,Gibraltar, Portugal,DM,
3.0,Diogo Coelho,Centre-Back,"Sep 14, 1993 ",30,"Portugal, Türkiye",Portugal,Ponta de Sol,"1,84",€75k,Defender,,Portugal, Türkiye,,
18.0,André Freitas,Centre-Back,"Aug 12, 1993 ",30,Portugal,Portugal,Horta,,-,Defender,,Portugal,,,
,Rafael Lima,Centre-Back,"Aug 14, 1993 ",30,Portugal,Portugal,Praia da Vitoria,,-,Defender,RB,Portugal,,RB,
21.0,Pedro Amendoeira,Centre-Back,"Mar 26, 1993 ",31,Portugal,Portugal,Evora,"1,91",-,Defender,,Portugal,,,
,Fábio Leite,Centre-Back,"May 23, 1993 ",30,Portugal,Portugal,Guimaraes,"1,83",-,Defender,,Portugal,,,
4.0,Miguel Rodrigues,Centre-Back,"Apr 4, 1993 ",31,Portugal,Portugal,Viseu,"1,88",-,Defender,,Portugal,,,
,Camolas,Centre-Back,"Feb 21, 1993 ",31,Portugal,Portugal,,,-,Defender,DM,Portugal,,DM,
30.0,Diogo Lobo,Centre-Back,"Jun 11, 1993 ",30,Portugal,Portugal,Aveiro,"1,84",-,Defender,RB,Portugal,,RB,
,Vila Chá,Centre-Back,"Apr 28, 1993 ",30,Portugal,Portugal,Mondim de Basto,"1,86",-,Defender,,Portugal,,,
,Manuel Alves,Centre-Back,"Oct 20, 1993 ",30,Portugal,Portugal,,"1,89",-,Defender,,Portugal,,,
14.0,João Pedro,Centre-Back,"Apr 14, 1993 ",30,Portugal,Portugal,Briteiros,"1,88",-,Defender,,Portugal,,,
23.0,João Jaques,Centre-Back,"Mar 21, 1993 ",31,"Portugal, Mozambique",Portugal,Braga,"1,88",-,Defender,,Portugal, Mozambique,,
,Serginho,Centre-Back,"Jul 6, 1993 ",30,Portugal,Portugal,Aguas Santas,"1,85",-,Defender,RB,Portugal,,RB,
18.0,Gil Dias,Centre-Back,"Aug 18, 1993 ",30,Portugal,Portugal,Gondomar,"1,89",-,Defender,,Portugal,,,
4.0,Agostinho Carvalho,Centre-Back,"Jan 6, 1993 ",31,Portugal,Portugal,Santa Maria da Feira,"1,90",-,Defender,,Portugal,,,
2.0,Daniel Tavares,Centre-Back,"May 29, 1993 ",30,"Portugal, Germany",Portugal,Porto,"1,81",-,Defender,RB   DM,Portugal, Germany,RB,DM
,Hernâni Ramos,Centre-Back,"Jun 7, 1993 ",30,Portugal,Portugal,Povoa de Varzim,,-,Defender,,Portugal,,,
3.0,Tiago Silva,Centre-Back,"Sep 15, 1993 ",30,Portugal,Portugal,Vila Nova de Gaia,"1,85",-,Defender,LB   DM,Portugal,,LB,DM
,Rúben Casimiro,Centre-Back,"Apr 7, 1993 ",31,Portugal,Portugal,Felgueiras,"1,90",-,Defender,,Portugal,,,
,Marcelo Correia,Centre-Back,"Mar 25, 1993 ",31,Portugal,Portugal,Faro,"1,75",-,Defender,RB,Portugal,,RB,
,Bruno Freitas,Centre-Back,"Jul 20, 1993 ",30,Portugal,Portugal,Porto,"1,85",-,Defender,,Portugal,,,
30.0,Miguel Rodrigues,Centre-Back,"Mar 16, 1993 ",31,Portugal,Portugal,Fatima,"1,89",-,Defender,,Portugal,,,
,Vieira,Centre-Back,"Feb 27, 1993 ",31,Portugal,Portugal,Lousada,"1,84",-,Defender,LB,Portugal,,LB,
2.0,Fábio Cardoso,Centre-Back,"Apr 19, 1994 ",29,Portugal,Portugal,Agueda,"1,87",€4.00m,Defender,,Portugal,,,
14.0,Rúben Vezo,Centre-Back,"Apr 25, 1994 ",29,"Portugal, Cape Verde",Portugal,Setubal,"1,82",€1.80m,Defender,RB,Portugal, Cape Verde,RB,
4.0,Artur Jorge,Centre-Back,"Aug 14, 1994 ",29,Portugal,Portugal,Braga,"1,86",€500k,Defender,,Portugal,,,
35.0,Dénis Duarte,Centre-Back,"May 4, 1994 ",29,Portugal,Portugal,Lourinha,"1,89",€150k,Defender,,Portugal,,,
4.0,Costinha,Centre-Back,"Mar 11, 1994 ",30,Portugal,Portugal,Abrantes,"1,87",€75k,Defender,,Portugal,,,
13.0,Filipe Costa,Centre-Back,"Oct 17, 1994 ",29,Portugal,Portugal,Amadora,"1,90",-,Defender,,Portugal,,,
3.0,Leandro Soares,Centre-Back,"Aug 18, 1994 ",29,Portugal,Portugal,Lajes do Pico,,-,Defender,,Portugal,,,
3.0,Leandro Costa,Centre-Back,"Jan 18, 1994 ",30,Portugal,Portugal,Sao Miguel,"1,84",-,Defender,,Portugal,,,
,José Mario Mendes,Centre-Back,"Nov 22, 1994 ",29,"France, Portugal",Portugal,Lisboa,"1,83",-,Defender,RB,France, Portugal,RB,
5.0,João André,Centre-Back,"Feb 26, 1994 ",30,Portugal,Portugal,Guimaraes,"1,82",-,Defender,,Portugal,,,
13.0,Miguel Cunha,Centre-Back,"Apr 15, 1994 ",29,Portugal,Portugal,Valbom,"1,94",-,Defender,DM,Portugal,,DM,
4.0,Pedro Meneses,Centre-Back,"Sep 30, 1994 ",29,Portugal,Portugal,Cinfaes,"1,87",-,Defender,,Portugal,,,
3.0,Tiago Correia,Centre-Back,"Oct 30, 1994 ",29,Portugal,Portugal,Seixal,"1,91",-,Defender,,Portugal,,,
35.0,Rúben Semedo,Centre-Back,"Apr 4, 1994 ",30,"Portugal, Cape Verde",Portugal,Amadora,"1,91",€3.00m,Defender,DM,Portugal, Cape Verde,DM,
16.0,Tobias Figueiredo,Centre-Back,"Feb 2, 1994 ",30,Portugal,Portugal,Viseu,"1,88",€1.50m,Defender,,Portugal,,,
3.0,Pedro Monteiro,Centre-Back,"Jan 30, 1994 ",30,Portugal,Portugal,Pacos de Ferreira,"1,92",€225k,Defender,,Portugal,,,
15.0,Ricardo Delgado,Centre-Back,"Feb 22, 1994 ",30,"Luxembourg, Portugal",Portugal,Sao Francisco Xavier,"1,91",€125k,Defender,DM   RB,Luxembourg, Portugal,DM,RB
5.0,Paganini,Centre-Back,"Feb 28, 1994 ",30,Portugal,Portugal,Figueira da Foz,"1,82",-,Defender,,Portugal,,,
12.0,Abi Dju,Centre-Back,"Dec 4, 1994 ",29,"Guinea-Bissau, Portugal",Portugal,Coimbra,"1,84",-,Defender,,Guinea-Bissau, Portugal,,
4.0,Duarte Basílio,Centre-Back,"Jan 1, 1994 ",30,Portugal,Portugal,,,-,Defender,DM,Portugal,,DM,
5.0,Gaspar Penetra,Centre-Back,"Nov 5, 1994 ",29,Portugal,Portugal,Alcochete,"1,84",-,Defender,,Portugal,,,
,Ricardo Silva,Centre-Back,"May 25, 1994 ",29,Portugal,Portugal,Vila Franca de Xira,"1,85",-,Defender,DM,Portugal,,DM,
,Elson Marques,Centre-Back,"May 17, 1994 ",29,Portugal,Portugal,Sesimbra,"1,84",-,Defender,,Portugal,,,
,Diogo Guimarães,Centre-Back,"Jan 31, 1994 ",30,Portugal,Portugal,Porto,"1,85",-,Defender,,Portugal,,,
5.0,Pedro Silva,Centre-Back,"Mar 4, 1994 ",30,Portugal,Portugal,Ribeira da Pena,"1,83",-,Defender,DM   CM,Portugal,,DM,CM
3.0,Rui Filipe,Centre-Back,"Jun 7, 1994 ",29,Portugal,Portugal,Pacos de Ferreira,"1,89",-,Defender,,Portugal,,,
44.0,Ricardo Bouças,Centre-Back,"Dec 16, 1994 ",29,Portugal,Portugal,Viana do Castelo,"1,84",-,Defender,DM,Portugal,,DM,
,Zé Pedro,Centre-Back,"Mar 1, 1994 ",30,Portugal,Portugal,Amarante,"1,83",-,Defender,DM,Portugal,,DM,
3.0,Manuel Pedro,Centre-Back,"May 17, 1994 ",29,Portugal,Portugal,Guimaraes,"1,82",-,Defender,,Portugal,,,
3.0,Ricardo Almeida,Centre-Back,"Apr 8, 1994 ",30,Portugal,Portugal,Sao Joao da Madeira,"1,82",-,Defender,LB,Portugal,,LB,
,Pipa,Centre-Back,"Jul 1, 1994 ",29,Portugal,Portugal,Espinho,"1,80",-,Defender,DM,Portugal,,DM,
3.0,João Sousa,Centre-Back,"May 13, 1994 ",29,"Portugal, Mozambique",Portugal,Lisboa,"1,90",-,Defender,,Portugal, Mozambique,,
4.0,Pedro Tavares,Centre-Back,"Jan 25, 1994 ",30,Portugal,Portugal,Sao Miguel,"1,93",-,Defender,,Portugal,,,
