Number,Name,Position,Date of Birth,Age,Nationality,Birth Country,Place of Birth,Height,Market Value,Main Position,Other Positions,Nationality 1,Nationality 2,Nationality 3,Position 2,Position 3
,Daniel Ayala,Centre-Back,"Nov 7, 1990 ",33,Spain,Portugal,El Saucejo,"1,90",€200k,Defender,,Spain,,,,
5.0,Andriu,Centre-Back,"Aug 7, 1990 ",33,Spain,Portugal,Santa Cruz de Tenerife,"1,85",€150k,Defender,,Spain,,,,
,Dani Suárez,Centre-Back,"Jul 5, 1990 ",34,Spain,Portugal,Aranjuez,"1,89",€150k,Defender,,Spain,,,,
,Borja Granero,Centre-Back,"Jun 30, 1990 ",34,Spain,Portugal,Valencia,"1,89",€150k,Defender,CM,Spain,,,CM,
5.0,Juanma Fernández,Centre-Back,"Feb 20, 1990 ",34,Spain,Portugal,Madrid,"1,88",€100k,Defender,,Spain,,,,
5.0,Carlos Delgado,Centre-Back,"Apr 22, 1990 ",34,Spain,Portugal,Puerto Real,"1,85",€100k,Defender,,Spain,,,,
6.0,Jonathan de Amo,Centre-Back,"Jan 13, 1990 ",34,Spain,Portugal,Barcelona,"1,90",€100k,Defender,,Spain,,,,
3.0,Borja García,Centre-Back,"Jan 7, 1990 ",34,Spain,Portugal,Laredo,"1,85",€100k,Defender,,Spain,,,,
,Francisco Cifuentes,Centre-Back,"Jan 12, 1990 ",34,Spain,Portugal,Calasparra,"1,88",€50k,Defender,CM,Spain,,,CM,
4.0,Adrián Vera,Centre-Back,"Feb 21, 1990 ",34,Spain,Portugal,La Linea de la Concepcion,,€10k,Defender,RB   DM,Spain,,,RB,DM
,Mauro Lois,Centre-Back,"Sep 2, 1990 ",33,Spain,Spain,A Coruna,,-,Defender,,Spain,,,,
6.0,Vicente Antonio Zaragoza,Centre-Back,"Aug 1, 1990 ",33,Spain,Spain,Torrevieja,,-,Defender,,Spain,,,,
17.0,Ibai Martínez,Centre-Back,"Dec 20, 1990 ",33,Spain,Spain,Pamplona,,-,Defender,,Spain,,,,
,José Antonio Mahíllo,Centre-Back,"Apr 5, 1990 ",34,Spain,Spain,Puebla de Argeme,,-,Defender,,Spain,,,,
6.0,Pablo Agulló,Centre-Back,"Jun 25, 1990 ",34,Spain,Spain,A Coruna,"1,85",-,Defender,CM,Spain,,,CM,
,Hugo Cabanas,Centre-Back,"Aug 13, 1990 ",33,Spain,Spain,Bilbao,"1,78",-,Defender,LB,Spain,,,LB,
,Iker Murúa,Centre-Back,"Oct 29, 1990 ",33,Spain,Spain,Azkoitia,"1,80",-,Defender,,Spain,,,,
,Fede Ruiz,Centre-Back,"Jan 19, 1990 ",34,Spain,Spain,Elda,"1,79",-,Defender,RB,Spain,,,RB,
,Iosu Contreras,Centre-Back,"Feb 15, 1990 ",34,Spain,Spain,Pamplona,,-,Defender,,Spain,,,,
17.0,Cristian Pérez,Centre-Back,"May 22, 1990 ",34,Spain,Spain,Leon,"1,81",-,Defender,RB,Spain,,,RB,
,Borja Molleda,Centre-Back,"Jan 23, 1990 ",34,Spain,Spain,Villaviciosa,,-,Defender,,Spain,,,,
4.0,Iván González,Centre-Back,"Feb 2, 1990 ",34,Spain,Spain,Parla,"1,81",-,Defender,,Spain,,,,
,Luis Alberto,Centre-Back,"Apr 2, 1990 ",34,Spain,Spain,Santander,"1,84",-,Defender,CM,Spain,,,CM,
4.0,Sergi Romero,Centre-Back,"May 28, 1990 ",34,Spain,Portugal,Girona,,-,Defender,,Spain,,,,
4.0,Lasly,Centre-Back,"Sep 21, 1990 ",33,Spain,Portugal,Malaga,,-,Defender,,Spain,,,,
4.0,Miguel Ardevínez,Centre-Back,"May 17, 1990 ",34,Spain,Portugal,Santa Coloma de Gramanet,"1,82",-,Defender,,Spain,,,,
4.0,Iñaki Perujo,Centre-Back,"Aug 17, 1990 ",33,Spain,Portugal,Pamplona,,-,Defender,RB,Spain,,,RB,
,Víctor Gómez,Centre-Back,"Oct 2, 1990 ",33,Spain,Portugal,Madrid,,-,Defender,,Spain,,,,
5.0,Yago Vázquez,Centre-Back,"Apr 10, 1990 ",34,Spain,Portugal,Redondela,"1,86",-,Defender,RB,Spain,,,RB,
,Miguel Ortiz,Centre-Back,"Jan 21, 1990 ",34,Spain,Portugal,Algeciras,,-,Defender,,Spain,,,,
,Dailos Tejera,Centre-Back,"Oct 4, 1990 ",33,Spain,Portugal,Las Palmas de Gran Canaria,"1,73",-,Defender,LB,Spain,,,LB,
,Jorge Sanabria,Centre-Back,"May 10, 1990 ",34,Spain,Portugal,Andujar,,-,Defender,,Spain,,,,
,Kevin Padilla,Centre-Back,"Mar 7, 1990 ",34,Spain,Portugal,Las Palmas de Gran Canaria,"1,85",-,Defender,,Spain,,,,
16.0,Dennis Nieblas,Centre-Back,"Oct 16, 1990 ",33,Spain,Portugal,Terrassa,"1,89",-,Defender,,Spain,,,,
,Viti,Centre-Back,"Mar 22, 1990 ",34,Spain,Portugal,Leon,"1,93",-,Defender,,Spain,,,,
5.0,Fran Giménez,Centre-Back,"Jun 22, 1990 ",34,Spain,Spain,Canals,,-,Defender,,Spain,,,,
5.0,Toni Cunill,Centre-Back,"Jan 5, 1990 ",34,Spain,Spain,Torello,"1,88",-,Defender,,Spain,,,,
18.0,Nacho Marín,Centre-Back,"Mar 23, 1990 ",34,Spain,Spain,Velez-Malaga,"1,80",-,Defender,,Spain,,,,
,Jesús González,Centre-Back,"Nov 28, 1990 ",33,Spain,Spain,Madrid,"1,81",-,Defender,,Spain,,,,
,Diego Vieytes,Centre-Back,"Jun 30, 1990 ",34,Spain,Spain,Ourense,"1,83",-,Defender,,Spain,,,,
,Jesus Garcia Tena,Centre-Back,"Jun 7, 1990 ",34,Spain,Spain,Terrassa,"1,90",-,Defender,LB   RB,Spain,,,LB,RB
,David Fernández,Centre-Back,"Sep 19, 1990 ",33,Spain,Spain,El Ejido,"1,80",-,Defender,CM,Spain,,,CM,
,Paco Aguza,Centre-Back,"Jan 14, 1990 ",34,Spain,Spain,Badajoz,"1,87",-,Defender,,Spain,,,,
,Ibai Salvador,Centre-Back,"Jan 16, 1990 ",34,Spain,Spain,Mora d'Ebre,"1,84",-,Defender,,Spain,,,,
,Rubén Alegre,Centre-Back,"Jun 29, 1990 ",34,Spain,Spain,Caceres,"1,83",-,Defender,LB,Spain,,,LB,
,Jaime Guadaño,Centre-Back,"Jan 29, 1990 ",34,Spain,Spain,Madrid,"1,80",-,Defender,,Spain,,,,
,Acoidán Roque,Centre-Back,"Mar 17, 1990 ",34,Spain,Spain,Las Palmas de Gran Canaria,"1,88",-,Defender,LB,Spain,,,LB,
,Urzaiz,Centre-Back,"Jan 5, 1990 ",34,Spain,Spain,Caravaca,"1,80",-,Defender,DM,Spain,,,DM,
,Alberto Rendo,Centre-Back,"Mar 16, 1990 ",34,Spain,Portugal,Touro,"1,85",-,Defender,,Spain,,,,
,José Cervino Panero,Defender,N/A ,,,Portugal,,,-,Defender,N/A   N/A,,,,N/A,N/A
,Pere Segarra,Centre-Back,"Jan 15, 1990 ",34,Spain,Portugal,Barcelona,"1,88",-,Defender,,Spain,,,,
,Rubén Peces,Centre-Back,"Sep 22, 1990 ",33,Spain,Portugal,La Carolina,"1,88",-,Defender,RB,Spain,,,RB,
,Asier Esquíroz,Centre-Back,"Aug 25, 1990 ",33,Spain,Portugal,Tafalla,"1,84",-,Defender,,Spain,,,,
18.0,Enric Tarrés,Centre-Back,"Feb 27, 1990 ",34,Spain,Portugal,Ibiza,"1,81",-,Defender,,Spain,,,,
4.0,Mateo García,Centre-Back,"Oct 18, 1990 ",33,Spain,Portugal,Palma de Mallorca,"1,82",-,Defender,CM,Spain,,,CM,
,Aitor Arregi,Centre-Back,"May 19, 1990 ",34,Spain,Portugal,Bergara,"1,82",-,Defender,,Spain,,,,
,José María de Soto,Centre-Back,"Feb 2, 1990 ",34,Spain,Portugal,Cartagena,,-,Defender,,Spain,,,,
,Héctor Sánchez,Centre-Back,"Sep 14, 1990 ",33,Spain,Portugal,Cuenca,,-,Defender,,Spain,,,,
,José Alcañiz,Centre-Back,"Jul 12, 1990 ",34,Spain,Portugal,Madrid,"1,83",-,Defender,,Spain,,,,
,Guillermo Díaz,Centre-Back,N/A ,33,,Portugal,Oviedo,,-,Defender,,,,,,
,Aritz Requejo,Centre-Back,"Jun 20, 1990 ",34,Spain,Spain,Barakaldo,"1,77",-,Defender,CM,Spain,,,CM,
,Mario Sáiz,Centre-Back,"Feb 15, 1990 ",34,Spain,Spain,Mostoles,"1,80",-,Defender,,Spain,,,,
,Gabriel Llopis,Centre-Back,"Mar 3, 1990 ",34,Spain,Spain,El Genoves,"1,83",-,Defender,,Spain,,,,
5.0,Catú,Centre-Back,"Jul 6, 1990 ",34,Spain,Spain,Santiago de Compostela,"1,79",-,Defender,,Spain,,,,
,Moisés Jiménez,Centre-Back,"Jun 29, 1990 ",34,Spain,Spain,Sevilla,"1,79",-,Defender,RB,Spain,,,RB,
,David Rochela,Centre-Back,"Feb 19, 1990 ",34,Spain,Spain,Puentes de Garcia Rodriguez,"1,85",-,Defender,DM,Spain,,,DM,
,Miguel Ángel,Centre-Back,"Jan 12, 1990 ",34,Spain,Spain,Malaga,"1,87",-,Defender,,Spain,,,,
,Aitor Carratalá,Centre-Back,"May 30, 1990 ",34,Spain,Spain,Alicante,"1,91",-,Defender,,Spain,,,,
23.0,Gonzalo Llerena,Centre-Back,"May 25, 1990 ",34,Spain,Spain,Zafra,"1,87",-,Defender,,Spain,,,,
,Jonathan Rosales,Centre-Back,"Jan 19, 1990 ",34,Spain,Spain,Albolote,"1,74",-,Defender,,Spain,,,,
,Nandi,Centre-Back,"Aug 9, 1990 ",33,Spain,Spain,Soria,"1,87",-,Defender,,Spain,,,,
5.0,Iñigo Martínez,Centre-Back,"May 17, 1991 ",33,Spain,Spain,Ondarroa,"1,82",€5.00m,Defender,,Spain,,,,
15.0,Juanpe,Centre-Back,"Apr 30, 1991 ",33,Spain,Spain,Las Palmas de Gran Canaria,"1,90",€1.00m,Defender,,Spain,,,,
3.0,Anthony Jung,Centre-Back,"Nov 3, 1991 ",32,"Germany, Spain",Spain,Villajoyosa,"1,86",€1.00m,Defender,LB   LM,Germany, Spain,,LB,LM
44.0,Fran Vélez,Centre-Back,"Jun 23, 1991 ",33,Spain,Spain,Tarragona,"1,82",€500k,Defender,DM,Spain,,,DM,
4.0,Manuel Bonaque,Centre-Back,"May 9, 1991 ",33,Spain,Spain,Huelva,"1,82",€200k,Defender,,Spain,,,,
5.0,Josema Gómez,Centre-Back,"Dec 31, 1991 ",32,Spain,Spain,Madrid,"1,94",€175k,Defender,,Spain,,,,
,Súper,Centre-Back,"Nov 21, 1991 ",32,Spain,Spain,Sevilla,"1,82",€175k,Defender,RB,Spain,,,RB,
4.0,Ramiro Mayor,Centre-Back,"May 9, 1991 ",33,Spain,Spain,Zaragoza,"1,85",€175k,Defender,,Spain,,,,
,Álvaro Vega,Centre-Back,"Mar 15, 1991 ",33,Spain,Spain,Huelva,"1,85",€150k,Defender,RB,Spain,,,RB,
17.0,Ayoze Placeres,Centre-Back,"Jul 31, 1991 ",32,Spain,Spain,Santa Cruz de Tenerife,"1,88",€125k,Defender,,Spain,,,,
,Carlos Gutiérrez,Centre-Back,"Nov 4, 1991 ",32,Spain,Spain,La Laguna,"1,92",€100k,Defender,,Spain,,,,
15.0,Jesús Muñoz,Centre-Back,"Jul 12, 1991 ",33,Spain,Spain,Ecija,"1,83",€100k,Defender,LB,Spain,,,LB,
4.0,Nacho Heras,Centre-Back,"Aug 27, 1991 ",32,Spain,Spain,Madrid,"1,82",€75k,Defender,RB   LB,Spain,,,RB,LB
21.0,Antonio Raíllo,Centre-Back,"Oct 8, 1991 ",32,Spain,Portugal,Cordoba,"1,87",€2.00m,Defender,,Spain,,,,
15.0,Marc Bartra,Centre-Back,"Jan 15, 1991 ",33,Spain,Portugal,Sant Jaume dels Domenys,"1,84",€1.00m,Defender,RB,Spain,,,RB,
14.0,Jorge Pulido,Centre-Back,"Apr 8, 1991 ",33,Spain,Portugal,Talavera de la Reina,"1,86",€800k,Defender,,Spain,,,,
4.0,Tiri,Centre-Back,"Jul 14, 1991 ",33,Spain,Portugal,Los Barrios,"1,86",€250k,Defender,LB,Spain,,,LB,
,Jon García,Centre-Back,"Jun 4, 1991 ",33,Spain,Portugal,Bilbao,"1,77",€200k,Defender,,Spain,,,,
5.0,Lolo González,Centre-Back,"Jul 22, 1991 ",32,Spain,Portugal,Sanlucar de Barrameda,"1,86",€175k,Defender,CM,Spain,,,CM,
4.0,Marc Trilles,Centre-Back,"Aug 8, 1991 ",32,Spain,Portugal,Vilafames,"1,87",€175k,Defender,,Spain,,,,
,David Andújar,Centre-Back,"Aug 21, 1991 ",32,Spain,Portugal,Torrejon de Ardoz,"1,89",€150k,Defender,,Spain,,,,
,Aleix Coch,Centre-Back,"Oct 18, 1991 ",32,Spain,Portugal,Tarragona,"1,87",€150k,Defender,RB,Spain,,,RB,
20.0,Diego Royo,Centre-Back,"Dec 7, 1991 ",32,Spain,Portugal,Tarazona,"1,84",€125k,Defender,LB,Spain,,,LB,
,Álex Pérez,Centre-Back,"Aug 11, 1991 ",32,Spain,Portugal,Madrid,"1,90",€100k,Defender,,Spain,,,,
,Diego Jiménez,Centre-Back,"Aug 11, 1991 ",32,Spain,Portugal,Benavente,"1,83",€100k,Defender,,Spain,,,,
,Fran Cruz,Centre-Back,"Jun 22, 1991 ",33,Spain,Spain,Cordoba,"1,85",€50k,Defender,,Spain,,,,
3.0,Javi Barrio,Centre-Back,"May 21, 1991 ",33,Spain,Spain,Logrono,"1,86",€50k,Defender,RB,Spain,,,RB,
5.0,Jaime Agujetas,Centre-Back,"Dec 23, 1991 ",32,Spain,Spain,Vigo,"1,82",-,Defender,,Spain,,,,
,Guillermo Jiménez,Centre-Back,"Mar 22, 1991 ",33,Spain,Spain,Huelva,"1,82",-,Defender,,Spain,,,,
4.0,Carlos Pacheco,Centre-Back,"Jun 9, 1991 ",33,Spain,Spain,A Lama,,-,Defender,,Spain,,,,
,Dani Cabezuelo,Centre-Back,"Dec 16, 1991 ",32,Spain,Spain,Socuellamos,,-,Defender,,Spain,,,,
,Fernando Loaísa,Centre-Back,"Jul 3, 1991 ",33,Spain,Spain,Talavera de la Reina,"1,92",-,Defender,,Spain,,,,
,José Rodríguez,Centre-Back,"Dec 19, 1991 ",32,Spain,Spain,La Linea de la Concepcion,,-,Defender,,Spain,,,,
,Chechu,Centre-Back,"Oct 6, 1991 ",32,Spain,Spain,Marbella,"1,93",-,Defender,,Spain,,,,
,Miguel Linares,Centre-Back,"Jan 5, 1991 ",33,Spain,Spain,Jaen,,-,Defender,RB,Spain,,,RB,
,Alfredo Pérez,Centre-Back,"Sep 23, 1991 ",32,Spain,Spain,San Andres y Sauces,,-,Defender,,Spain,,,,
,Hector González,Centre-Back,"Jan 1, 1991 ",33,Spain,Spain,,,-,Defender,,Spain,,,,
,Benaissa Zoubai,Centre-Back,N/A ,32,,Spain,Madrid,,-,Defender,LB,,,,LB,
18.0,Adrián Trabanco,Centre-Back,"Jan 15, 1991 ",33,Spain,Portugal,Gijon,"1,85",€50k,Defender,,Spain,,,,
4.0,Pablo Corzo,Centre-Back,"May 15, 1991 ",33,"Spain, Mexico",Portugal,Luintra,,-,Defender,CM,Spain, Mexico,,CM,
,Victor Illana,Centre-Back,"Feb 21, 1991 ",33,Spain,Portugal,Lupiana,,-,Defender,,Spain,,,,
22.0,Fran Martín,Centre-Back,"Jun 22, 1991 ",33,Spain,Portugal,Aviles,,-,Defender,,Spain,,,,
,Siles,Centre-Back,"Jul 21, 1991 ",32,Spain,Portugal,El Fontanar,"1,80",-,Defender,CM,Spain,,,CM,
14.0,Cheito,Centre-Back,"Dec 28, 1991 ",32,Spain,Portugal,Tarifa,"1,85",-,Defender,,Spain,,,,
,David Cruz,Centre-Back,"Dec 10, 1991 ",32,Spain,Portugal,La Linea de la Concepcion,"1,77",-,Defender,,Spain,,,,
4.0,Aram Pazos,Centre-Back,"Jan 24, 1991 ",33,Spain,Portugal,Vigo,"1,80",-,Defender,,Spain,,,,
,Álvaro Arias,Centre-Back,"Sep 10, 1991 ",32,Spain,Portugal,Velez-Malaga,"1,82",-,Defender,,Spain,,,,
,Chema,Centre-Back,"Apr 26, 1991 ",33,Spain,Portugal,Algeciras,"1,83",-,Defender,RB,Spain,,,RB,
15.0,Maikel Santana,Centre-Back,"Nov 18, 1991 ",32,Spain,Portugal,Las Palmas de Gran Canaria,"1,93",-,Defender,LB,Spain,,,LB,
5.0,Albert Argelés,Centre-Back,"Nov 14, 1991 ",32,Spain,Portugal,Figueres,,-,Defender,RB,Spain,,,RB,
,José Ayala,Centre-Back,"Jan 29, 1991 ",33,Spain,Spain,Jerez de la Frontera,"1,83",-,Defender,,Spain,,,,
,Álvaro Parra,Centre-Back,"Feb 24, 1991 ",33,Spain,Spain,Zaragoza,,-,Defender,,Spain,,,,
,Pirri,Centre-Back,"Feb 2, 1991 ",33,Spain,Spain,Vitoria-Gasteiz,"1,85",-,Defender,,Spain,,,,
,Óscar Pérez,Centre-Back,"Jun 17, 1991 ",33,Spain,Spain,Las Palmas de Gran Canaria,"1,85",-,Defender,,Spain,,,,
,Pau Albertí,Centre-Back,"Jun 27, 1991 ",33,Spain,Spain,Banyalbufar,,-,Defender,,Spain,,,,
14.0,Cristian Muñoz,Centre-Back,"Mar 18, 1991 ",33,Spain,Spain,Alicante,"1,90",-,Defender,LB,Spain,,,LB,
,Josemi,Centre-Back,"Dec 31, 1991 ",32,Spain,Spain,Loja,"1,81",-,Defender,,Spain,,,,
,Dani Erencia,Centre-Back,"Jan 7, 1991 ",33,Spain,Spain,Terrassa,"1,94",-,Defender,RB,Spain,,,RB,
,Chapi,Centre-Back,"Aug 21, 1991 ",32,Spain,Spain,Torrelavega,"1,84",-,Defender,,Spain,,,,
,José Manuel Caro,Centre-Back,"Nov 21, 1991 ",32,Spain,Spain,Malaga,"1,83",-,Defender,,Spain,,,,
,Albert Mozó,Centre-Back,"Jan 15, 1991 ",33,Spain,Spain,Granollers,"1,88",-,Defender,,Spain,,,,
,Gaizka Arkarazo,Centre-Back,"Jul 2, 1991 ",33,Spain,Spain,Artzentales,"1,86",-,Defender,,Spain,,,,
,Endika Pereda,Centre-Back,"Oct 8, 1991 ",32,Spain,Spain,Santurtzi,"1,87",-,Defender,,Spain,,,,
4.0,Alberto Benítez,Centre-Back,"May 15, 1991 ",33,Spain,Portugal,Madrid,,-,Defender,,Spain,,,,
17.0,Daniel Peralta,Centre-Back,"Jan 31, 1991 ",33,Spain,Portugal,La Puebla de Farnals,"1,83",-,Defender,,Spain,,,,
,Jesús Valentín,Centre-Back,"Oct 15, 1991 ",32,Spain,Portugal,Las Americas,"1,84",-,Defender,,Spain,,,,
,Francisco Úbeda,Centre-Back,"Feb 23, 1991 ",33,Spain,Portugal,Ecija,"1,79",-,Defender,,Spain,,,,
3.0,Acai Elvira,Centre-Back,"Mar 10, 1991 ",33,Spain,Portugal,Lanzarote,"1,86",-,Defender,RB,Spain,,,RB,
5.0,Antonio Oca,Centre-Back,"Apr 12, 1991 ",33,Spain,Portugal,Jerez de la Frontera,"1,87",-,Defender,,Spain,,,,
,Fernando Jiménez,Centre-Back,"Apr 25, 1991 ",33,Spain,Portugal,Dona Mencia,"1,81",-,Defender,,Spain,,,,
4.0,Rubén Primo,Centre-Back,"Jan 21, 1991 ",33,Spain,Portugal,Valencia,"1,81",-,Defender,LB,Spain,,,LB,
,Jaime Navarro,Centre-Back,"Feb 3, 1991 ",33,Spain,Portugal,Madrid,,-,Defender,,Spain,,,,
,Javi Manzano,Centre-Back,"Aug 19, 1991 ",32,Spain,Portugal,Vera,"1,90",-,Defender,,Spain,,,,
,Fran No,Centre-Back,"Oct 3, 1991 ",32,Spain,Portugal,Algeciras,"1,87",-,Defender,CM,Spain,,,CM,
,Julen Etxabeguren,Centre-Back,"Mar 7, 1991 ",33,Spain,Portugal,Madrid,"1,89",-,Defender,,Spain,,,,
,Mikel Goya,Centre-Back,"Feb 12, 1991 ",33,Spain,Spain,Barakaldo,"1,85",-,Defender,,Spain,,,,
,Joaquín del Moral,Centre-Back,"May 31, 1991 ",33,Spain,Spain,Chipiona,"1,78",-,Defender,,Spain,,,,
,Ángel Martínez,Centre-Back,"May 17, 1991 ",33,Spain,Spain,Barcelona,"1,83",-,Defender,LB,Spain,,,LB,
,Albert Canal,Centre-Back,"Jun 10, 1991 ",33,Spain,Spain,Olot,"1,81",-,Defender,DM,Spain,,,DM,
,Rubén Molero,Centre-Back,"Apr 30, 1991 ",33,Spain,Spain,Madrid,"1,81",-,Defender,,Spain,,,,
6.0,Sergio González,Centre-Back,"Apr 20, 1992 ",32,Spain,Spain,Madrid,"1,89",€1.80m,Defender,,Spain,,,,
14.0,Ignasi Miquel,Centre-Back,"Sep 28, 1992 ",31,Spain,Spain,Corbera de Llobregat,"1,89",€1.20m,Defender,LB,Spain,,,LB,
5.0,Jordi Amat,Centre-Back,"Mar 21, 1992 ",32,"Indonesia, Spain",Spain,Barcelona,"1,85",€800k,Defender,DM,Indonesia, Spain,,DM,
,Chema Rodríguez,Centre-Back,"Mar 3, 1992 ",32,Spain,Spain,Caudete,"1,89",€400k,Defender,,Spain,,,,
,Alberto Rodríguez,Centre-Back,"Dec 31, 1992 ",31,Spain,Spain,Las Palmas de Gran Canaria,"1,91",€275k,Defender,,Spain,,,,
,Raúl González,Centre-Back,"Nov 13, 1992 ",31,Spain,Spain,Muro de Alcoy,"1,90",€200k,Defender,,Spain,,,,
5.0,Álex Sánchez,Centre-Back,"Jan 19, 1992 ",32,Spain,Spain,La Seu d'Urgell,"1,91",€150k,Defender,,Spain,,,,
5.0,Alberto Jiménez,Centre-Back,"Nov 15, 1992 ",31,Spain,Spain,La Oliva,"1,86",€150k,Defender,CM,Spain,,,CM,
,Fran Morante,Centre-Back,"Jun 28, 1992 ",32,Spain,Spain,Cordoba,"1,82",€125k,Defender,,Spain,,,,
3.0,Sergio Castillo,Centre-Back,"Mar 1, 1992 ",32,Spain,Spain,Barcelona,,€100k,Defender,,Spain,,,,
,Carlos Javier,Centre-Back,"Jan 19, 1992 ",32,Spain,Spain,Tenerife,"1,85",€100k,Defender,RB   CM,Spain,,,RB,CM
,Víctor Mongil,Centre-Back,"Jul 21, 1992 ",31,Spain,Spain,Laguna de Duero,"1,82",€100k,Defender,RB   DM,Spain,,,RB,DM
,Kiko González,Centre-Back,"May 19, 1992 ",32,Spain,Spain,Vilalba,"1,93",€50k,Defender,,Spain,,,,
4.0,Unai García,Centre-Back,"Feb 3, 1992 ",32,Spain,Portugal,Esquiroz,"1,86",€1.20m,Defender,,Spain,,,,
3.0,Sergi Gómez,Centre-Back,"Mar 28, 1992 ",32,Spain,Portugal,Arenys de Mar,"1,85",€1.00m,Defender,RB,Spain,,,RB,
,Enric Saborit,Centre-Back,"Apr 27, 1992 ",32,Spain,Portugal,Mataro,"1,87",€500k,Defender,LB,Spain,,,LB,
5.0,Unai Bustinza,Centre-Back,"Feb 2, 1992 ",32,Spain,Portugal,Bilbao,"1,74",€300k,Defender,RB,Spain,,,RB,
,Cristian Fernández,Centre-Back,"Oct 1, 1992 ",31,Spain,Portugal,Calahorra,"1,79",€200k,Defender,,Spain,,,,
4.0,Álvaro Meseguer,Centre-Back,"Jul 24, 1992 ",31,Spain,Portugal,Alcaniz,"1,79",€200k,Defender,RB,Spain,,,RB,
5.0,Koldo Berasaluze,Centre-Back,"May 17, 1992 ",32,Spain,Portugal,Gernika,"1,83",€150k,Defender,,Spain,,,,
6.0,Borja López,Centre-Back,"Nov 25, 1992 ",31,Spain,Portugal,Terrassa,"1,85",€150k,Defender,CM   RB,Spain,,,CM,RB
,David Uña,Centre-Back,"Jan 25, 1992 ",32,Spain,Portugal,Mejorada del Campo,,€125k,Defender,,Spain,,,,
6.0,Adrián Jiménez,Centre-Back,"Dec 1, 1992 ",31,Spain,Portugal,Madrid,"1,87",€100k,Defender,LB,Spain,,,LB,
,Marc Sirera,Centre-Back,"Apr 2, 1992 ",32,Spain,Portugal,Sant Joan d'Alacant,,€100k,Defender,RB,Spain,,,RB,
8.0,Bauti,Centre-Back,"Feb 27, 1992 ",32,Spain,Portugal,Linares,"1,88",€75k,Defender,,Spain,,,,
4.0,Iker Ezcurra,Centre-Back,"Jan 25, 1992 ",32,Spain,Spain,Pamplona,,€50k,Defender,RB,Spain,,,RB,
,Fran Martínez,Centre-Back,"Jan 14, 1992 ",32,Spain,Spain,Elche,,€50k,Defender,,Spain,,,,
,Jon Aurtenetxe,Centre-Back,"Jan 3, 1992 ",32,Spain,Spain,Amorebieta-Etxano,"1,83",€50k,Defender,LB,Spain,,,LB,
,Damian Paz Morales,Centre-Back,"Mar 15, 1992 ",32,Spain,Spain,Taraguilla,,-,Defender,,Spain,,,,
5.0,Jorge Jiménez,Centre-Back,"Jan 10, 1992 ",32,Spain,Spain,,,-,Defender,,Spain,,,,
15.0,Pablo Carabán,Centre-Back,"Aug 13, 1992 ",31,Spain,Spain,Vedra,,-,Defender,,Spain,,,,
,Víctor Colo,Centre-Back,"Jul 10, 1992 ",32,Spain,Spain,Casar de Caceres,,-,Defender,,Spain,,,,
,Joshua Benítez,Centre-Back,"Jan 30, 1992 ",32,Spain,Spain,Santa Cruz de Tenerife,"1,84",-,Defender,,Spain,,,,
,Alejandro Granado,Centre-Back,"Jun 26, 1992 ",32,Spain,Spain,Coria del Rio,,-,Defender,,Spain,,,,
,Pablo Coscolín,Centre-Back,"Sep 18, 1992 ",31,Spain,Spain,Pamplona,,-,Defender,,Spain,,,,
,Álvaro Juanals,Centre-Back,"Oct 26, 1992 ",31,Spain,Spain,Plasencia,"1,88",-,Defender,,Spain,,,,
,Ismael Cuéllar,Centre-Back,N/A ,32,,Spain,El Puerto de Santa Maria,,-,Defender,,,,,,
,Txapu,Centre-Back,"Sep 12, 1992 ",31,Spain,Spain,Abadino,,-,Defender,LB,Spain,,,LB,
2.0,Robert Ramos,Centre-Back,"Dec 11, 1992 ",31,Spain,Portugal,La Seu d'Urgell,"1,82",€50k,Defender,RB,Spain,,,RB,
,Jorge Pesca,Centre-Back,"Apr 24, 1992 ",32,Spain,Portugal,Aranda de Duero,"1,82",€50k,Defender,CM,Spain,,,CM,
,José Antonio Cozar,Centre-Back,"Dec 19, 1992 ",31,Spain,Portugal,La Linea de la Concepcion,,-,Defender,RB   DM,Spain,,,RB,DM
,Antonio de Pablo,Centre-Back,"Nov 30, 1992 ",31,Spain,Portugal,Soria,,-,Defender,,Spain,,,,
15.0,Pedro Viera,Centre-Back,"Apr 29, 1992 ",32,Spain,Portugal,Valsequillo,,-,Defender,,Spain,,,,
,Efrén Urrutia,Centre-Back,"Jun 21, 1992 ",32,Spain,Portugal,Aviles,,-,Defender,,Spain,,,,
,Kilian Cárdenes,Centre-Back,"Jul 14, 1992 ",32,Spain,Portugal,Santa Brigida,"1,84",-,Defender,,Spain,,,,
,José Barragán,Centre-Back,"Mar 19, 1992 ",32,Spain,Portugal,Reus,"1,91",-,Defender,CM,Spain,,,CM,
,Mikel Cubería,Centre-Back,"May 18, 1992 ",32,Spain,Portugal,Sestao,"1,89",-,Defender,CM,Spain,,,CM,
,Kiki,Centre-Back,"Feb 12, 1992 ",32,Spain,Portugal,Manilva,,-,Defender,,Spain,,,,
,David Aparicio,Centre-Back,"May 15, 1992 ",32,Spain,Portugal,La Linea de la Concepcion,,-,Defender,,Spain,,,,
,Jairo Cabrera,Centre-Back,"Jul 18, 1992 ",31,Spain,Portugal,Malaga,"1,88",-,Defender,,Spain,,,,
